đình công,10/20,50,0,10,0,0,0,0
cuộc đình công không chính thức,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
thuốc trợ tim,0/15,0,0,0,0,0,0,0
thuốc chống rối loạn nhịp tim,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tính chất có thể đổi được,0/18,0,0,0,0,0,0,0
tính không thể trao đổi được,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
anh đào chi physalis,0/29,0,0,0,0,0,0,0
cây anh đào đài đỏ cam,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cờ,8/8,100,0,6,2,0,0,0
cờ nước liên hiệp anh,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
lòng khao khát,0/15,0,0,0,0,0,0,0
tính ích kỷ quá mức,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ferdinand thiên chúa giáo,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
chuột lemi,0/18,0,0,0,0,0,0,0
chuột lemming châu âu,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cách mạng tháng hai,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dung dịch,0/0,N/A,0,0,0,0,0,0
dung dịch liên hợp,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
phao phí,0/0,N/A,0,0,0,0,0,0
lối sống xa hoa,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
phương thức,0/0,N/A,0,0,0,0,0,0
chế độ tín dụng,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cây rau muối,0/35,0,0,0,0,0,0,0
cỏ chenopodium album,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nhóm ngôn ngữ osco-umbria,0/13,0,0,0,0,0,0,0
ngôn ngữ sabellian,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sự dí dỏm,0/128,0,0,0,0,0,0,0
tranh biếm hoạ,0/10,0,0,0,0,0,0,0
sự nhại lại,0/0,N/A,0,0,0,0,0,0
hiện tượng sống,0/136,0,0,0,0,0,0,0
tháp thực phẩm,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sự làm giảm giá trị,0/19,0,0,0,0,0,0,0
điều nhục nhã,0/1,0,0,0,0,0,0,0
bôi nhọ dân tộc,0/0,N/A,0,0,0,0,0,0
cải,0/12,0,0,0,0,0,0,0
cây cải thìa,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cây cối,0/3207,0,0,0,0,0,0,0
cây đậu thơm,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
hợp chất hữu cơ,5/1800,1,0,4,0,0,1,0
hợp chất béo,0/57,0,0,0,0,0,0,0
axetylen,0/0,N/A,0,0,0,0,0,0
chủ đề,1/1,100,0,1,0,0,0,0
tay cừ khôi,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sự thay đổi nhiệt độ,0/51,0,0,0,0,0,0,0
sự nóng lên,0/18,0,0,0,0,0,0,0
hiện tượng nóng lên toàn cầu,0/0,N/A,0,0,0,0,0,0
chi một lá mầm nhánh loa kèn,0/167,0,0,0,0,0,0,0
họ huệ tây,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
khỉ mũi hẹp,0/59,0,0,0,0,0,0,0
khỉ pa-ta,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
malcolm x,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
instrument,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
súng ống,1/446,1,0,0,0,1,0,0
cung,0/0,N/A,0,0,0,0,0,0
thiết bị,3/185,2,0,1,1,1,0,0
vú da,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gaiseric,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
saqqara,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
chaplin,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
