filename,words/sentences,letters/senetences,letters/words,blw,lable,predict
traindata,traindata,traindata,traindata,traindata,traindata,traindata
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (3).txt,30.36283185840708,208.16814159292036,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (231).txt,27.41111111111111,191.11111111111111,3,2.0
data/ppVietnamese_by_catalog/Easy/jk/jk (25).txt,15.058823529411764,82.88235294117646,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (273).txt,13.375,67.4375,1,2.0
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (17).txt,17.372093023255815,104.44186046511628,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (912).txt,13.842105263157896,84.94736842105263,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (552).txt,15.76923076923077,98.61538461538461,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (574).txt,16.0,95.33333333333333,1,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (456).txt,8.214285714285714,62.5,2,2.0
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (580).txt,20.09090909090909,113.36363636363636,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (110).txt,17.444444444444443,94.61111111111111,1,2.0
data/ppVietnamese_by_catalog/Normal/CK_TT_/CK_TT_ (379).txt,19.714285714285715,118.28571428571429,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (530).txt,21.6,141.2,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (250).txt,25.894736842105264,153.57894736842104,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (20).txt,21.210526315789473,119.47368421052632,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (656).txt,13.215189873417721,77.73417721518987,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (190).txt,12.720930232558139,69.3953488372093,1,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (51).txt,18.8,93.66666666666667,2,2.0
