file;ratio;blw;allNoun
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/easy/5-budh-1.tei;16.393442623;body | hold | truth | union | pay | image | delusion | mind | bear | tooth | down | i | can | triple | path | deed | times | worship | day | mean;help | show | four | unrest | relation | human | welfare | go | kneeling | operative | one | deeds | better | gem | buddha | friendly | then | evening | means | bear | bow | know | hands | now | day | association | washing | morning | truth | malice | relative | fold | holy place | worship | increase | complexion | happiness | it | tribute | cause | body | be | assembly | attainment | step | path | folding | monk | times | union | due | hatred | or | first | duty | co | image | community | bath | down | dint | doctrine | respect | remains | there | three | type | friend | more | sort | head | relic | fascination | amity | wisdom | neighbour | hi | virtue | hold | he | admiration | wise | tooth | us | will | nine | can | are | remembering | seven | have | do | delusion | mind | life | as | triple | prayer | deed | keep | prosperity | dharma | pay | unity | noble | may | monastery | wrong | eight | two | a | in | longer | i | no | jewel | daily | face | person | clean | time | greed
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/easy/5-budh-10.tei;14.9253731343;load | right | family | can | house | over | mind | hearing | juice | sleep | sense | home | cold | path | out | horse | date | item | spending | start | wood | storm | elephant | war | red | side | body | play | good | return | garden | eye | season | express | tent | water | flag | men | crow | drum | trade | day | fly | boy | daughter | name | i | island | heat | times | bride | green | jungle | night | basket | problem | grass | star | order | left;sleep | go | religious | long time | doe | hunger | father | young | tail | lord | enlightenment | merchant | adviser | garden | sitting | far | wave | five hundred | die | dig | item | sand | small | round | brave | crow | pulse | ill | darkness | directive | giving | sun | find | conduct | ammunition | bird | body | dweller | men | here | water | let | excess | path | boy | search | daughter | foolishness | leaving | soldier | action | love | family | win | bullock | moral | sermon | fed | destination | arms | few | dacoit | today | more | grief | sore | flag | must | fly | none | work | can | fortress | honey | ia | rainy season | way | sense | acts | drummer | elephant | express | beauty | may | advice | wrong | abuse | curiosity | coming | date | man | a | lost | shore | mango | green | jungle | basket | order | wine | breaking | help | over | move | trade | cold | superior | group | solving | then | good | somebody | food | liberality | touching | hands | now | day | name | servant | found | friendship | side | luck | cry | house | fish | sands | fist | girl | out | misfortune | entertainment | profit | god | thirst | looking | surprise | red | story | free | the city | companion | inevitable | ate | yard | days | times | bridegroom | thing | jumping | place | due | consequence | think | flying | feel | cold water | hearing | elder | impossible | city | given | ancient | monkey | festival | traveller | friend | eyes | lot | villager | nobody | snatch | king | lament | tree | preparation | bride | idle | future | marriage | devotion | palace | mind | juice | say | have | throat | saw | ideal | take | so | province | play | pain | incidence | mouth | pair | wisdom | grove | gather | flow | playing | principle | occasion | quantity | son | walking | gold | violent storm | merit | fear | debate | ground | one | pause | knowledge | outside | wood | believing | do | hit | get | beat | capital | overall | courage | words | beak | merchandise | married | morning | bad | set | honesty | burst | intelligence | see | are | sea | hammer | yes | subject | wa | matter | enough | reading | tent | parent | sorrow | news | come | grass | drum | taking | grain | old age | passing | whole | load | eyesight | simple | sweet | walk | initiative | village | respect | three | mark | much | long fly | empty | life | thousand | great | last | sound | look | appearance | will | while | voice | guide | mistake | thus | it | middle | in | ready | return | saline | things | make | cross | same | rebellion | party | disciple | rain | hand | two | necessity | drain | i | thought | left | listening | being | money | rest | human | using | alternative | happiness | spread | wet | kingdom | fate | possible | know | birth | world | fortune | like | success | night | right | old | people | back | dead | born | dear | home | at home | buddha | moderate | leader | be | who | eating | sixty | throw | chapter | stone | marriage ceremony | oh | island | journey | emperor | or | silence | seeing | bath | nothing | rising | roads | spending | there | fight | start | low | frustration | war | heat | hi | ha | he | inside | big fish | us | carriage | exhaustion | problem | piece | affection | influence | deep | an | precept | as | at | horse | fill | no | fixing | peace | setting | sick | star | felt | stay | chance | fell | desert | building | remote | wife | frontier | rule | in time | time
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/easy/5-hind-3.tei;16.5975103734;pond | bridge | deal | whisper | over | queen | deer | war | commander | down | second | oil | maid | home | door | bank | prince | folk | out | o | horse | suicide | court | mallet | house | leg | brief | lava | field | charge | book | run | forest | saint | memory | poet | gate | start | body | play | good | return | garden | year | fire | mind | elephant | reign | iron | water | pressure | moment | uncle | bear | twin | eye | hearing | day | identity | throne | jump | goddess | land | daughter | name | i | island | well | brother | bed | times | leave | breeze | troop | truth | night | meet | mean | side | left;eldest | dynasty | four | protest | disc | welfare | battle | religious | long time | suicide | mallet | father | charge | sent | garden | song | far | wave | telling | word | month | screaming | heaven | brother | leave | ten | sigh | sign | jump | go | second | traveling | ill | folk | looking for | even | sub | saw | brief | crush | waiting | bird | body | vali | full | leg | honour | here | water | let | arjuna | fifteen | tragedy | change | celebration | great | daughter | thirty | leaving | soldier | suggestion | danger | patience | discus | army | sake | give | theme | few | memory | more | throne | door | holy | club | thus | reign | hurt | grief | effort | must | me | none | join | recall | work | soul | nine | island | meet | example | quarrel | help | heart | book of knowledge | exile | stroke | want | pond | balarama | rescue | ceremony | religious rite | end | recovery | breaking | arrangement | forest | sword | elephant | gate | sin | advice | collection | sacred scripture | coming | holy water | a | grandson | so | fundamental | kuru | crown prince | six | shoes | mahabharata | over | indra | years | brahma | hell | bangla | maid | main | then | good | return | descendants | material | hunter | sooner | scene | hands | front | now | day | bank | name | arrow | found | side | heavy | house | oil | thirteen | entering | measure | event | out | living | remorse | get | cause | sacrifice | assurance | little | mourning | fourteen | reason | the city | language | ritual | positioning | days | times | thing | place | due | first | blind | dwelling | knocking | number | hearing | elder | set | impossible | ring | open | horse | monkey | top | least | inmate | chastity | saint | hundred | bitter | friend | bloodshed | eyes | part | king | tree | bed | preparation | matter | marriage | iron | bridge | angel | mind | manner | have | seek | sat | mountain | strength | full moon | take | ganges | pilgrimage | hymn | play | who | reach | boiling | eight | plan | palace | nothing | why | queens | episode | camp | upset | dog | wounded | left | lying | son | saying | walking | chariot | shot | gold | show | wailing | queen | fifty | earth | fear | lay | find | thigh | one | whereabouts | dice | royal court | proportion | tears | going | bliss | do | hit | means | custodian | counsel | bear | krishna | ramayana | married | so long | river | dead body | reference | burst | relative | mantra | see | are | sea | subject | wa | lots | grandmother | behind | won | rite | warrior | accord | terms | long distance | joy | sorrow | killing | incident | news | come | goddess | last | country | taking | bandit | hanuman | rama | das | bosom | 60 | twin | village | respect | underworld | trickery | hindu | three | hitting | much | interest | poet | direction | fire | thousand | blessing | search | sanskrit | will | while | fun | situation | himalayas | seven | sita | demon | it | defeated | sleeping | eighteen | in | ready | cremation | grant | things | make | cross | lava | parts | inch | killer | evil | hand | moment | purpose | statue | identity | destruction | i | weapon | well | game | fighting | ocean | thought | dharma | mother | sinner | being | half | disguise | kill | death | royal | lake | spread | crying | citizen | funeral pyre | kingdom | long run | hermitage | read | disagreement | dark | suffering | five | know | birth | world | lady | desire | loss | tail | necessary | lost | night | two | twelve | old | deal | people | crown | back | competition | born | sight | escape | dear | divine | man | hastinapura | decision | at home | religion | veda | be | blowing | truth | power | pressure | gentle breeze | throw | troops | chapter | getting | ashe | o | fell | or | tribe | purana | burning | presence | bath | down | ambrosia | promise | story | there | question | fight | start | way | forward | war | head | form | hi | uncle | dead | don | ha | he | duel | rage | wish | bargain | us | whisper | year | deer | life | deep | an | as | at | prayer | commander-in-chief | charioteer | no | peace | field | book | details | boon | frolic | shelter | stay | journey | land | longer | wife | time
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/easy/5-budh-11.tei;10.2564102564;right | name | i | season | delusion | times | down | state | race | can | men | year | mean | resolution | prince | left;son | limited | six | words | repair | being | years | human | welfare | meditation | siddhartha | prince | happiness | help | superior | ha | knowledge | equanimity | temporal | tapa | role | enlightenment | do | means | familiar | loving-kindness | practice | possible | liberality | renunciation | wise man | perfection | birth | das | world | austerity | name | rebirth | hereafter | rendering | bad | race | two | spiritual | right | sensuality | ten | people | energy | creation | past | born | are | subject | living | hesitation | sub | ways | forty | buddha | cause | knowing | be | led | wa | word | sorrow | free | blame | attainment | here | enlightened | craving | aim | last | thirty | times | invitation | action | salvation | fix | road | truthfulness | one | down | patience | dint | doctrine | city | story | there | three | mental state | wise men | life | blessing | wisdom | appreciation | hi | virtue | yard | an | present | he | king | kind | wise | characteristic | bother | work | as | will | future | can | ways and means | ascetic | firm | seer | delusion | it | general | dash | rainy season | seed | at | have | prayer | absolute | realm | no | buddhist | same | 1 | buddhism | followers | disciple | human being | who | fulfilment | meaning | lay | morality | a | in | i | age | request | or | so | ultimate | time | five | inhabitant | resolution | greed | left
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/easy/5-budh-12.tei;13.672922252;right | family | house | over | queen | mind | al | second | dancer | sleep | sense | home | deed | prince | out | service | spending | rose | worship | wood | saint | memory | in-law | body | good | return | garden | year | fire | season | bear | water | path | day | bank | throne | boy | sister | daughter | name | i | well | brother | times | storm | can | truth | night | skin | meet | mean;dance | nun | walking | dynasty | four | sleep | welfare | go | religious | devotee | show | father | lord | pride | merchant | garden | snakebite | austerity | screaming | entire | din | brother | alms | ten | skin | past | fold | second | even | giving | capital | bird | womb | body | full | here | behaviour | let | pursuit | path | mourning | change | boy | great | daughter | action | ascetic | salvation | king | family | moral | sermon | wealth | two | few | going | music | calm | weeping | memory | means | more | repentance | transient | hailstorm | virtue | sleeping | me | word | nine | can | following | meet | male | example | history | control | murmuring | patron | give | autumn | rainy season | sense | comfort | arrangement | delay | self-control | beauty | human being | advice | philosophy | eighty | lay | curiosity | coming | man | a | short | liquid | devi | think | so | help | over | years | attitude | worship | superior | deeds | main | then | good | return | lunatic | food | liberality | renunciation | cutting | hands | front | kindness | day | bank | labour pains | name | truth | found | heavy | married | house | dawn | morning | amusement | out | living | entertainment | chaos | surprise | get | cause | free | ascending | the city | care | days | times | thing | place | consequence | childhood | first | truthfulness | one | elder | dint | impossible | message | open | little | service | saint | storm | month | season | serve | treasurer | grace | distance | kind | grey | matter | future | marriage | devotion | are | palace | change of mind | mind | have | saw | fading | self | ideal | labour | take | monastery | who | donation | mouth | services | coin | doe | principle | crore | rich man | gold | hunger | queen | find | ground | knowledge | spite | title | wood | rich | wearing | do | righteousness | permission | bear | words | cry | saliva | calling | bad | river | husband | admonition | seat | relative | see | result | best | subject | wa | visiting | ways | outside | reading | ability | parent | sorrow | philanthropist | spoil | come | water | last | fault | taking | monk | propagation | asceticism | contribution | duty | distress | sweet | dancer | village | respect | complication | three | much | initiation | maintenance | life | graveyard | fire | blessing | search | child | will | while | situation | mistake | seven | it | quiet | middle | in | ready | buddhist | cross | same | buddhism | disciple | development | noble | literature | temporary | rain | i | colour | well | thought | dharma | mother | summer | boyhood | listening | being | kill | prince | happiness | discipline | now | rose | exercising | hall | verse | spread | association | prison | build | kingdom | five | birth | world | the true | lady | like | mother-in-law | collect | night | works | clap | right | old | back | dead | pali | born | dear | home | religion | buddha | be | consolation | throne | sister | oh | shoes | pains | stand | gainer | eight | emperor | or | spreading | son | rendering | doctrine | worshipper | spending | there | imperial | way | hi | true | he | hair | dowry | cake | piece | al | an | precept | as | father-in-law | at | no | novice | role | sick | poor | sutra | symbol | fell | wife | age | rule | in time | time | adult
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/easy/5-budh-2.tei;14.2857142857;right | tone | family | house | image | delusion | mind | down | triple | candle | deed | worship | destroyer | pay | pen | book | robe | body | oil | return | charity | i | bed | times | can | mean;peace | help | consciousness | kith | essence | hands | yellow | thanks | human | welfare | go | earth | meditation | religious | kneeling | happiness | one | note | destroyer | homage | due | deeds | writing | better | verse | spread | money | robe | he | then | evening | return | means | food | material | five | get | donor | front | world | now | gem | heaven | necessary | like | remove | perfume | stead | right | ten | habit | house | seat | relative | result | hell | close | best | concern | flower | darkness | cleanliness | worship | pen | mate | buddha | human being | tribute | body | be | full | do | utensil | ignorance | reason | let | worthy | put | come | craving | residence | monk | incense | times | prayer | stand | hatred | or | first | dwelling | family | sweet | image | laity | feelings | down | dint | respect | thick | there | three | least | why | much | interest | forward | function | life | buy | way | offering | offer | fascination | altar | amity | impermanence | wisdom | neighbour | cloth | virtue | present | charity | pali | kind | bed | will | can | candle | soft drink | are | remembering | sort | performer | give | delusion | mind | it | precept | as | at | triple | portrait | concentration | keep | uplift | tone | no | pay | make | buddhist | who | member | book | speech | take | animal | significance | human beings | smell | poor | oil | may | monastery | sacrifice | drink | reach | hand | eight | kin | class | man | a | in | i | light | rule | person | in time | so | clean | time | greed
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/easy/5-hind-4.tei;12.6241134752;consent | over | queen | skin | worship | wood | good | snake | day | school | towel | name | brother | gum | leave | benefit | truth | night | side | bone | mean | right | house | nail | year | home | out | hide | stool | prince | state | body | dwarf | men | water | making | path | teacher | boy | cow | universe | o | times | pollution | family | integral | down | wash | table | boat | engineer | horse | eye | start | call | saint | war | company | room | bed | air | can | iron | meet | problem | mind | mine | rent | sense | pond | deed | court | bowl | chest | book | forest | elephant | soap | moment | letter | dust | land | i | coat | well | mass | axe | order | left;good manners | partial | saying | dissolution | seek | dynasty | woods | welfare | go | meditation | common person | religious | aggression | devotee | doe | name | show | father | young | environment | hinduism | dislike | sent | sinking | belonging | string | sitting | none | telling | trouble | difference | condition | wa | entire | school | heaven | scholar | holiness | die | brother | gum | large | form | alms | small | relation | clothes | ten | skin | pore | waking | nail | cost | wife | conscience | index | hide | sweats | cleanliness | thunder | saw | stool | basic principle | find | above | reply | bird | exercise | womb | body | full | christian | dwarf | honour | warrior | muslim | giant | here | behaviour | guise | let | sink | meet | path | sind | arjuna | teacher | sending | great | voice | study | social | opinion | salvation | king | love | family | miscreant | win | names | limb | sake | two | germ | few | call | weeping | type | tell | more | rainfall | holy | thus | company | hurt | grief | good faith | domination | virtue | lord | given | effort | must | me | keeping | distinguishing characteristic | past | work | vow | hero | praise | freedom | growing | making | example | abode | wharf | figure | give | process | attribute | sphere | purity | want | sense | bones | pond | story | dress | absolute | ceremony | court | sword | discussion | nearness | delay | forest | animal | elephant | human beings | sin | creature | simplicity | may | human being | advice | customs | lay | men | coming | flourish | times | a | kshatriya | natural | grandson | coat | guru | lost | neglect | so | opportunity | playing | breaking | help | mahabharata | consent | over | wishing | indra | years | brahma | drinking | nectar | dirtiness | superior | fit | deeds | housewife | better | might | then | someone | self-control | food | frontal | material | guess | hate | snake | hands | front | now | day | instructions | equality | meat | wash | occasions | classified | subjugation | truth | disregard | side | mean | turtle | harm | generation | house | fish | allah | skin disease | preaching | girl | state of mind | event | special | out | respects | misfortune | driving | god | chaos | thirst | increase | cows | get | size | cause | sacrifice | independence | drink | dirt | revenge | free | reason | put | beginning | beast | contemplation | language | food grain | ritual | days | balarama | conversation | place | due | mortal | childhood | first | truthfulness | dwelling | feel | one | elder | dint | art | message | drove | quality | engineer | little | ancient | introduction | unknown | habit | vishnu | saint | religious person | hundred | speaking | eyes | selling | stomach | nobody | serve | stake | wisdom | part | attempt | requisite | horn | mercy | kind | third | coward | instruction | riches | bed | matter | future | contrary | friend | wastage | weapon | devotion | are | kalki | illness | seer | face | mind | mine | say | seed | manner | have | anger | churn | organs | sell | mountain | strength | realm | groan | dharma | studying | self | metallic | six | chest | build | objective | donor | soap | even | consistency | reach | mouth | reverence | nothing | drought | why | don | gather | disease | order | principle | clean | axe | left | nobility | gain | son | perseverance | atmosphere | think | gold | hunger | rings | queen | sanctity | serving | well-being | little brother | earth | fear | debate | ground | indicator | ha | spite | state | going | rich | gradual | oppressor | scripture | plate | means | stop | courage | occupant | words | enemy | ramayana | cry | remove | morning | bad | common | wish | river | view | set | patriotism | disaster | creator | tree | plough | relative | see | horse | result | sea | cattle | close | subject | keep | profession | ways | ornament | worship | enough | won | supernatural | reading | knowing | obeisance | living room | parent | nature | incarnation | killing | drinking water | cut | wear | extent | come | water | acquiring | country | taking | equal | pita | distinction | whole | rama | duty | distress | can | simple | manners | epidemic | walk | village | respect | boat | hindu | three | almighty | much | interest | direction | boy | tidy | thousand | wake | external | child | last | thing | pig | present | sound | look | good health | leave | appearance | twenty | air | will | while | fault | situation | property | ill | mistake | real | seven | sita | demon | it | defeated | sleeping | cant | good | in | ring | aged | things | make | bowl | common people | same | member | buddhism | parts | followers | couple | development | noble | eulogy | bali | lie | defeat | evil | hand | delight | moment | purpose | necessity | dust | judgment | tradition | destruction | iron age | i | try | colour | well | fighting | thought | person | mother | hearts | sinner | boyhood | endeavour | birth | being | armour | kill | human | world | yes | prince | happiness | blow | point of view | death | thinking | danger | character | lake | save | humanity | take | kingdom | sick | read | showing | suffering | know | listening | towel | bit | lady | like | desire | necessary | gift | particle | pillar | performing | heart | benefit | steps | night | disorder | poor | falsehood | right | old | people | do | creation | back | elderly | immortal | hair | born | table | home | divine | pale | intellect | parcel | man | lead | separate | seller | religion | buddha | veda | be | who | role model | power | step | newcomer | rent | hiding | chapter | faith | brahmin | getting | universe | violence | o | act | shrewdness | or | pollution | purana | letters | presence | integral | bound | bath | down | promise | utility | worshipper | there | question | christianity | start | way | greatness | islam | war | head | an | preceptor | offering | offer | hi | dead | crane | ear | true | he | society | characteristic | inside | vice | us | fight | generosity | ruling | golden age | problem | affection | entering | stick | taste | universal | am | life | deep | general | as | shiva | at | prayer | education | yoga | no | peace | book | details | boon | smell | illusion | brushing | living | shelter | oppression | time | partiality | fell | brotherhood | infirmity | land | sore | age | daily | in time | mass | fact | teeth | irreligion | caste
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/easy/5-budh-3.tei;12.0879120879;family | mind | down | triple | deed | pay | sky | day | start | body | good | door | company | men | silver | boy | i | times | can | addiction | order | mean;concept | consciousness | lunar day | dance | indiscipline | domestic | valuable | front | earth | human | welfare | misconduct | kneeling | happiness | discipline | devotee | gold | character | day | gem | lord | main | evening | means | practice | suffering | putting | effects | hands | telling | using | now | silver | association | instructions | heaven | die | perfume | meal | two | mean | observance | honesty | ten | people | seat | pali | are | stealing | morning | hamper | amusement | respects | hesitation | ways | ornament | get | enough | buddha | conduct | tribute | body | be | full | honour | men | killing | lack | attainment | reason | worthy | come | refuge | chapter | boy | great | folding | taking | monk | leaving | afternoon | salvation | or | duty | outset | family | deeds | cosmetic | one | down | moral | doctrine | village | extinction | open | sky | wealth | drug addiction | three | start | pronunciation | initiation | music | man | type | sort | life | intoxicant | door | preceptor | offer | company | hi | virtue | acquiring | ha | stairs | he | me | high | kind | glory | characteristic | aspiration | will | can | following | ascetic | control | have | give | in | mind | it | precept | as | good | rule | triple | prayer | times | moral excellence | lie | goal | person | pay | self | buddhist | novice | same | speech | take | holding | performance | disciple | ultimate | noble | garland | favourite | restraint | advice | who | evil | beast | eight | lay | song | keep | a | fasting | i | clear | no | daily | dharma | so | principle | at | five | order | lying | know
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/easy/5-budh-4.tei;11.3636363636;good | return | i | fire | pay | mind | deed | times | flood | book | problem | out | worship | day | mean;show | human | welfare | religious | worship | happiness | devotee | knowledge | homage | deeds | crime | verse | bliss | health | then | evening | return | song | practice | none | birth | one | association | desire | like | performing | morning | try | good | small | found | doctrine | admonition | pali | are | best | out | even | living | directive | find | foe | version | buddha | be | honour | recitation | worthy | come | chapter | brahmin | ill | days | times | action | hatred | morals | sweet | feelings | moral | learning | respect | sermon | poem | given | ancient | wealth | there | due | pronunciation | much | contentment | way | type | friend | more | life-style | life | fire | wisdom | hi | virtue | he | keeping | us | will | while | ways and means | kinsman | problem | voice | do | mind | it | an | lust | need | as | someone | in | anger | prosperity | religious rite | no | pay | self | buddhist | flood | book | significance | disciple | lie | may | advice | philosophy | evil | holy man | lay | nothing | tune | man | a | don | i | resolving | disease | daily | person | in time | english | meaning | gain
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/easy/5-budh-5.tei;10.2564102564;body | right | psychology | name | i | over | mind | state | reign | good | second | book | analysis | year | hold | mean;concept | interpretation | help | consciousness | being | text | over | aside | four | prefix | human | years | existence | religious | happiness | now | group | knowledge | logical argument | bangla | theme | book | lord | real | good | means | read | couple | resolve | five | preference | world | difference | heaven | solution | collect | bad | found | view | spiritual | right | idea | go | second | individual | are | psychology | philosophical doctrine | shape | religion | buddha | above | cause | body | be | perception | wa | compilation | here | reason | formation | change | faith | study | quiet | place | context | emperor | or | first | dwelling | period | intellectual | one | names | doctrine | narration | message | extinction | sermon | little | discus | introduction | there | question | three | intention | regulation | way | mental state | hundred | type | more | preceptor | holy | month | thus | reign | part | hold | he | forty | full | characteristic | us | matter | feeling | history | seven | have | give | mind | it | topic | as | rule | council | in | contents | know | no | buddhist | composing | common people | same | buddhism | parts | followers | significance | human beings | disciple | description | opposite | human being | advice | philosophy | effect | hand | wrong | two | pair | class | a | short | third | i | analysis | person | hi | so | fact | fundamental | time | at | lying | corporeality
