file;ratio;blw;allNoun
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/medium/7-agri-1.tei;20.4651162791;almond | year | down | course | pond | home | cold | acid | market | day | field | state | book | deficit | orange | goat | farming | banana | can | good | wheat | season | vitamin | bear | b | diet | rice | data | teacher | wood | school | land | i | plum | well | jam | value | times | leave | calcium | berry | iron | pickle | side;summer | help | true | money | keep | years | shape | foodstuff | cold | guava | data | find | ovum | c | much | fruit | plantation | hector | production | balanced diet | orange | furniture | crest | do | sapling | food | kind | bear | mention | cutting | fruit tree | part | day | homestead | jackfruit | school | like | classified | list | candy | large | collect | scientist | gram | output | jackfruit tree | us | twelve | ten | people | job | almond | plant | crop | export | result | year | employment | even | leave | flower | capacity | probable | ways | at home | increase | state | health | deficit | use | capital | size | litchi | meal | be | wheat | iron | power | marketing | processing | vitamin | reason | term | extent | found | beginning | teacher | jam | great | country | taking | jelly | round | april | amount | digestive | place | berry | whole | book | feed | amino acid | apple | can | b | preservation | one | down | rice | female | open | staple | market | seed | environment | little | statistics | bangladesh | basis | come | there | two | least | main course | hale | few | cultivation | time | farming | banana | more | nutrition | season | potassium | regard | yield | vitality | fuel | land | dead | demand | olive | sapota | ha | effort | present | wood | intake | october | hog plum | edible | local | plot of land | tree | value | calcium | fallow | magnesium | foliage | male | pickle | example | are | collecting | give | side | it | an | high | currency | as | good | at | have | in | need | pond | times | south american | contents | information | lemon | winter | make | same | palmyra | read | labour | take | soil erosion | significance | main | goat | fodder | papaya | may | drink | produce | mankind | amount of money | opportunity | class | phosphorus | a | short | field crop | mineral | i | well | sale | or | mango | so | pineapple | nutrient
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/medium/7-agri-10.tei;24.2774566474;bathing | house | pot | shed | down | single | table | door | cat | milk | sky | space | pigeon | day | start | window | wood | saint | rice | pea | week | fly | wheat | mustard | nest | water | fan | letter | dust | cage | silver | oyster | box | i | rat | roof | times | leave | green | can | making | grass;slope | bathing | domestic | month | milk | ground | vet | apartment | sky | better | window | wood | 4 | acrobatics | 10 | food | familiar | material | possible | game | 12 | fan | world | cage | silver | rear | homestead | 60 | like | cool | pea | leave | rearing | gram | found | bamboo | harm | old | people | house | pulse | millet | cost | are | a | measure | specific | entertainment | investing | ha | pigeon | 3 | capital | bird | movement | europe | be | wheat | parent | little | water | packing | chick | care | box | great | substance | country | ill | 30 | quiet | times | place | or | feed | major | there | letters | cm | straw | pot | shed | down | pair | delicious | carry | table | open | size | nest | maize | given | ancient | top | breed | two | start | consultation | somersault | saint | 6 | white | low | building | amateur | dry | an | fly | king | rice | 15 | 16 | dog | inside | rat | roof | cat | r | can | making | sorghum | display | history | control | give | sac | india | it | days | high | mogul | single | rule | have | in | door | rainwater | protein | as | no | percent | elevated | tin | labour | excreta | vegetable | grain | husbandry | paddy | week | mustard | may | eggs | reach | lay | dust | america | oyster | poultry | so | mineral | i | light | average | space | disease | daily | meat | green | grass pea | clean | at | salt
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/medium/7-christ-3.tei;14.5679012346;right | family | wall | consent | over | queen | mind | al | down | single | oil | men | home | deed | trust | out | leaf | jaw | start | call | branch | poet | war | side | body | fly | good | run | sling | eye | watch | company | lion | vulture | pressure | moment | blood | letter | path | law | day | town | boy | land | e | name | i | well | brother | bed | times | bag | breeze | can | truth | pay | tent | order | mean;laziness | eldest | chaos | unrest | hanging | battle | hate | father | young | environment | saw | lord | pride | sent | fly | lack | jezebel | void | rise | me | fall | wa | ahab | die | brother | clothes | sackcloth | go | conscience | curse | sign of the cross | bird | body | full | hero | honour | men | young man | here | piece of land | let | path | boy | search | bible | soldier | defeat | love | family | danger | win | total | evil spirit | standing | confidence | army | two | vineyard | call | tell | today | more | possession | israel | company | repentance | virtue | olive | effort | must | town | account | challenge | work | can | male | example | control | heart | stream | give | want | david | lamb | get | attachment | sword | answer | human beings | ancestor | sin | may | advice | wrong | blood | coming | law | man | a | so | pay | pleasure | order | greed | false witness | consent | over | tore | chosen | deeds | better | attraction | then | good | self-control | food | front | insisting | now | day | wont | name | truth | found | side | harm | society | out | living | god | forty | hill | goliath | cause | disobedience | free | cut | struggle | put | the city | companion | care | prophet | days | times | place | isn | w | leading | think | first | jesus | elder | carry | message | ditch | open | sheep | city | story | unknown | seduction | attack | speaking | eyes | serve | king | tree | see | bed | matter | friend | are | lick | palace | mind | say | have | anger | seek | sell | strength | samaria | philistine | contact | take | even | led | price | who | falls | plan | why | don | camp | dog | face | reputation | saying | walking | show | lay | queen | earth | fear | find | ground | one | ha | justice | jaw | commandment | wearing | shepherd | hit | means | samuel | watch | courage | skull | morning | bag | bad | saul | set | disaster | fair | habit | lion | accused | bethlehem | seal | close | long distance | temptation | ways | outside | injustice | corruption | tent | preserve | notice | parent | amen | sorrow | incident | elijah | wear | come | brat | fault | taking | uncertainty | self-interest | equal | whole | olive oil | majesty | wall | trust | grazing | three | much | interest | poet | proposal | life | great | spirit | look | poor people | appearance | as | will | evening | country | property | guide | mistake | seven | it | need | someone | in | ready | result | things | make | same | forehead | harmony | development | oil | slave | evil | hand | moment | purpose | keep | fasting | i | weapon | well | fighting | thought | person | cheer | breeze | y | hearts | duty | being | armour | kill | victim | death | help | shouting | innocent | citizen | save | scoundrel | clutches | sick | read | couple | vulture | five | know | world | desire | necessary | like | performing | facing | security | works | right | people | do | back | dead | sight | selfishness | home | leaf | lead | shakespeare | be | run | power | use | pressure | gentle breeze | faith | stone | shield | dependence | act | or | seeing | letters | wilderness | son | down | promise | jerusalem | stench | there | fight | start | way | valley | war | head | form | failure | hi | ear | he | wise | israelites | glory | official | smooth | us | taking over | am | al | single | at | prayer | sheath | doe | faithful | no | peace | branch | sling | oppression | fell | e | wife | daily | stick
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/medium/7-agri-11.tei;15.2777777778;pond | iodine | over | year | culture | second | mirror | manifold | technology | milk | market | out | flood | research | mola | field | rates | forest | factor | day | economy | body | play | oil | multiple | exchange | toxin | vitamin | diet | water | blindness | injection | silver | resource | course | i | plain | space | calcium | can | night | meet | problem | bone;sector | job | irrigation | aquatic | manifold | help | unemployment | being | keep | meal | resistance | merit | characteristic | course | vitamin a | supplement | fishing | human | vitamin d | find | ground | lakh | content | death | million | foreign exchange | much | solving | 28 | lake | day | environment | hector | production | factor | 5 | main | national income | over | round | toxin | do | risk | get | food | safe | fat | degradation | eggs | effects | now | silver | meat | resource | like | particle | brain | be | fields | specific | malnutrition | activity | disregard | output | river | essential | twelve | requirement | may | thwarting | trend | national | toxic waste | plant | crop | deficiency | second | growth | export | result | desperate | year | aids | dynamics | flood plain | employment | hamper | out | even | unemployed people | total | space | open | take | research | increase | depletion | civilization | health | above | it | cause | method | movement | body | canal | infrastructure | barrier | importance | carp | fitness | local | vitamin | water | small | reason | struggle | found | put | marine | change | dry | climate | getting | country | ill | area | spray | accumulation | brooder | remains | place | stand | threat | ha | contribution | or | first | feed | there | supply | sweet | spreading | period | community | one | weather | decrease | adaptation | delicious | islet | extinction | quality | market | breeding ground | plot | use | bangladesh | source | addition | come | people | due | fast | spread | reduction | cultivation | rates | low | way | scope | breeding | hundred | fish | fish fry | nutrition | floodplain | form | cope | pesticide | thousand | farmer | vitality | milk | construction | know-how | demand | rain | injection | an | harvest | fry | present | population | play | 10 | 12 | tank | poor people | culture | ecosystem | fries | rate | us | man | project | calcium | while | future | can | reproduction | meet | problem | more | clear | are | spawn | program | layer | iodine | sea | stream | rainfall | soil | fish oil | modern | thus | life | disease | high | currency | as | at | have | pond | bones | mola | protein | shrimp | technology | species | in | no | large | percent | erecting | 40 | flood | need | setting | role | forest | animal | income | economy | development | product | multiple | mirror carp | normal | draught | waters | time | diet | fish species | produce | two | ownership | phosphorus | a | short | natural | mineral | i | night blindness | average | failing | flow | yielding | doe | part | so | clean | teeth | far | nutrient | salt | quantity
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/medium/7-christ-4.tei;10.9589041096;family | consent | over | year | mind | down | sense | home | trust | out | eye | day | field | wood | call | house | side | body | good | return | express | moment | land | blood | men | law | teacher | room | count | nail | sister | anxiety | name | i | times | leave | can | mean | order | left;month | hanging | go | meditation | religious | long time | jesus christ | father | young | environment | lord | norm | sinking | woman | sitting | mary i | trouble | try | small | spiritual | nail | cost | design | shining | even | hesitation | darkness | giving | favour | exercise | womb | body | full | christian | honour | men | young man | galilee | temple of jerusalem | let | teacher | sending | great | bible | thirty | study | soldier | male child | opinion | salvation | love | family | danger | standing | two | few | call | tell | today | more | holy | grief | sense of duty | must | me | room | gabriel | work | believer | obstacle | sent | praise | example | heart | give | high | want | keep | agony | means | law of moses | answer | sin | elizabeth | may | produce | blood | law | lap | eighth | man | a | natural | light | neglect | haste | fundamental | first | order | talk | help | consent | over | move | years | 20 | chosen | criminal | might | then | good | return | nation | hands | now | day | name | servant | james | feast | token | found | side | mercy | harm | house | society | year | girl | scribe | out | large | god | hill | get | exodus | story | like | reason | formation | put | judea | care | training | days | david | thing | calvary | place | childhood | mankind | one | elder | impossible | message | open | given | festival | chased | obedience | priority | realization | palestine | john | speaking | eyes | jesus | holy scripture | wisdom | grace | king | kind | anxiety | accordance | contrary | feeling | devotion | angel | mind | say | have | need | saw | lie | strength | ideal | take | nazareth | so | begin | pain | who | passover | plan | nothing | why | don | laws | saying | show | earth | fear | find | ha | knowledge | spite | guidance | commandment | wood | looking at | scripture | do | watching | express | courage | words | married | priest | see | are | best | wonder | wa | rite | reading | parent | joy | sorrow | cousin | come | prescription | self-interest | whole | duty | can | simple | village | respect | trust | gratitude | devil | three | breath | almighty | much | mary | life | innocent | am | blessing | child | last | present | look | leave | mount | will | while | situation | seven | it | middle | evening | in | things | wound | cross | disciple | misery | moment | fruit | purpose | statue | task | i | person | mother | model | left | listening | being | rest | human | death | thinking | character | beloved | coming back | save | build | suffering | know | birth | world | descendant | mary magdalene | submission | greeting | twelve | old | crowd | people | back | streaming | holy spirit | sight | dear | home | divine | religion | asking | temple | be | welcome | power | faith | sister | emperor | silence | seeing | son | down | doctrine | jerusalem | there | question | virgin | joseph | way | golgotha | form | offer | hi | surrender | he | count | wish | us | salome | affection | distance | influence | deep | an | as | at | prayer | education | faithful | dying | no | imparting | saviour | field | role | felt | carpenter | stay | land | wife | age | portion | in time | time | 12
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/medium/7-agri-12.tei;20.3703703704;pond | family | well | over | skin | year | culture | oil | mirror | mola | bank | hole | market | scale | antenna | system | mechanism | day | black | belly | pot | red | body | brown | shell | season | line | vitamin | water | boat | silver | bronze | name | i | bucket | value | leave | s | benefit | green | can | iron | grass | side;summer | atmosphere | forage | chinese | over | move | yellow | vitamin a | supplement | relation | mechanism | skin | go | july | group | fix | extra | lake | day | environment | black | treatment | rich | main | local | belly | abode | brown | zooplankton | material | aquatic plant | oil cake | stays | 2 | bit | silver | name | like | oxygen | level | large | benefit | common | small | found | bighead | essential | two | few | upper | habitat | infancy | fries | fish | back | culture | growth | result | year | even | living | scale | competitor | wa | bottom | broad | take | nepal | boat | method | red | movement | body | be | patient | august | do | s | carp | vitamin | here | water | same | algae | bronze | stage | fiat | river | organic | respiration | country | taking | metre | keep | april | length | place | iron | narrow | bran | first | feed | spawn | major | family | presence | sweet | pot | number | fancy | one | pair | poor | market | size | canal | little | or | bangladesh | adolescent | area | there | system | fast | dorsal fin | can | cultivation | treat | white | care | type | more | head | shell | season | line | infection | it | part | gain | demand | kg | hole | ha | look | leave | bucket | as | value | while | aire | reproduction | growing | grass | are | point | real | layer | agitation | soil | in | phytoplankton | life | an | high | rainy season | large number | at | have | pond | need | mola | protein | fin | species | economic value | winter | antenna | variety | make | feature | elevated | 1 | food | 5 | catfish | stir | status | mirror carp | may | waters | effect | fish species | insect | mouth | fat | multiplication | why | adaptability | a | lower | natural | mineral | i | light | colour | side | well | doe | person | green | clean | time | banks | rate of growth | original
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/medium/7-christ-5.tei;16.814159292;right | over | mind | down | lion | prince | boat | out | pay | day | start | test | curtain | body | eagle | good | fire | bus | express | water | moment | train | hold | dove | teacher | bank | bread | name | i | car | well | times | benefit | can | night | mean | order | left;son | impression | words | hunger | being | over | mission | alien | sanctity | go | earth | prince | help | one | now | name | show | father | going | satan | beloved | lord | save | sent | then | someone | saying | means | food | familiar | practice | test | perfection | listening | hands | world | jesus | day | bank | bread | desire | heaven | like | piece | greeting | temple | large | benefit | victory | night | small | river | two | body | right | who | people | do | authority | sign | holy spirit | are | sight | dear | divine | event | special | wonder | even | reconciliation | turn | wa | lead | temptation | god | forty | asking | holy | public | knowing | eagle | full | led | power | joy | use | water | reason | let | innocence | put | amazement | beginning | teacher | spoke | great | bible | ministry | am | days | times | thing | place | isn | think | first | blind | point | feel | confession | feelings | down | will | set | respect | jerusalem | boat | story | ancient | discus | why | come | there | three | custom | start | much | way | curtain | white | stage | today | preparation | life | word of god | fire | bus | thousand | blessing | stone | tiger | train | jordan | gain | be | hold | spirit | he | me | throw | john | word | look | talking | car | work | lion | us | shower | while | can | baptism | example | care | at | heart | angel | give | mind | it | an | high | imagination | as | good | pay | have | in | need | voice | mountain | strength | end | form | trial | things | make | peace | same | take | sick | ruler | answer | out | sin | begin | express | slave | see | respects | may | symbol | drink | evil | moment | journey | mankind | coming | dove | desert | man | a | i | no | well | know | or | hi | so | the devil | time | position | left | order | talk | sinner
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/medium/7-agri-13.tei;17.7033492823;flat | pleura | year | jump | culture | second | home | sharp | fine | market | out | fishery | leaf | antenna | jaw | leg | forceps | mechanism | start | orange | economy | body | brown | shell | exchange | water | scale | eye | post | day | land | resource | i | item | can | balance | side;sector | six | help | gold | money | move | valuable | month | four | alternative | fine | fifth | lakh | ha | 20 | foreign exchange | apex | jaw | technique | 28 | 3 | environment | hector | production | 4 | rich | orange | 8 | main | sent | take | swim | brown | larva | zooplankton | bazar | showing | material | five | rest | front | world | one | resource | like | organ | yield | large | item | found | side | upper | pleura | trend | crushing | jump | culture | second | export | are | a | year | duration | squama | out | scale | leaf | at home | favour | increase | behind | exporting | eggs | movement | body | be | wa | importance | sixth | fish scale | water | post | come | stage | male | last | respiration | thread | country | region | area | days | shrimp | turn | amount | place | swallow | whole | or | swimming | feed | spawn | there | feel | sweet | walk | tons | rising | female | total | market | size | use | fishery | abdominal | bangladesh | basis | 23 | people | three | fast | start | cultivation | thorax | petal | legs | more | flat | eyes | shell | thousand | needle | it | part | adult | demand | coxa | excretory organ | present | 10 | 12 | 15 | third | fold | 18 | rate | us | employ | can | reproduction | cox | appendage | balance | colour | control | juvenile | life cycle | modern | head | an | currency | as | at | have | in | ready | sharp | protein | organs | 80 | saline | lie | end | antenna | variety | saw | breaking | forceps | mechanism | 1 | food | parts | earnings | fourth | income | objective | economy | may | price | abdomen | produce | mouth | two | pair | segment | structure | rostrum | 2 | lower | land | kg | commodity | i | average | grind | so | crore | first | egg
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/medium/7-agri-14.tei;17.5675675676;weight | house | pot | side | manure | course | second | good | year | pond | pit | market | out | mix | space | system | day | field | state | trigger | bank | dressing | rice | stock | body | flat | ball | mustard | farm | season | oil | water | host | tub | teacher | stocking | down | hour | culture | i | decimal | well | gum | times | leave | bag | benefit | can | night | making | s | order;seasonal | breadth | chore | surplus | kg | summer | money | high temperature | fall | recipe | month | course | supplement | asia | die | 15 | gm | digest | help | begin | 1 | cut | tablet | farm | trigger | state | good | environment | tail | production | will | dressing | as | cool | local | no | dwelling house | ingredient | do | evening | low | 7 | get | food | material | predator | aquatic plant | cutting | oil cake | know | weeds | wise | now | day | condition | homestead | kartik | colour | washing | like | oxygen | fields | decimal | remove | morning | large | bag | benefit | gram | night | small | bamboo | side | two | upper | weight | best | procession | cash | gunny | deficiency | second | growth | doe | powder | a | measure | operation | parasite | investment | transport | period of time | leave | container | rate | bottom | cavity | clearing | sum | 4 | poison | increase | depletion | enough | health | above | it | calcite | row | cause | method | movement | body | be | transportation | wa | marketing | carp | given | free | hours | cake | spray | let | here | thailand | tub | weed | teacher | dry | water | piece | organic | getting | country | taking | shades | equal | surround | fetch | host | april | length | pick | ha | s | whole | bran | south | first | feed | space | pot | float | period | three | down | rice | market | lime | take | east | little | or | temperature | area | there | system | sunlight | spread | cultivation | treat | predatory animal | time | type | fish | pathogen | more | flat | intestine | way | ventral fin | in | 6 | yield | oil | task | plant | short | deep | infestation | an | effort | mustard oil | stocking | case | kind | october | tank | edible | culture | straight | fries | maximum | act | preparation | i | while | cost | can | netting | following | making | harvesting | polythene | result | control | aluminium | nursing | give | taste | household | year | one | few | surface | days | manure | rainy season | mixture | at | have | pond | ready | stomach | floating | education | pit | protein | are | ice | sell | mix | winter | soak | mud | creeper | make | six | damage | same | chemical | application | 5 | build | income | vegetable | out | stock | sprinkle | ball | may | see | favourite | waters | incidence | reach | effect | stay | notebook | mouth | gum | net | fertilizer | class | times | 2 | drain | natural | perennial | move | look | light | big tree | interval | well | disease | rope | grind | profit | portion | small intestine | teeth | banks | order | quantity
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/medium/7-christ-6.tei;12.084592145;shed | right | family | wall | house | over | down | bed | year | home | trust | out | eye | day | call | gate | body | good | return | express | moment | men | law | teacher | identity | town | boy | anxiety | daughter | name | i | well | roof | side | leave | can | problem | widow | order | bond;son | walking | peace | set | birth | gold | show | being | over | mission | years | voice | fullness | touch | earth | fear | lay | find | help | long time | don | difference | console | knowledge | thinking | much | guidance | character | young | commandment | wall | tears | going | rich | lord | save | scripture | sent | sinking | then | someone | return | sitting | compassion | express | possible | early childhood | me | suffering | try | know | listening | hands | kindness | day | condition | like | wa | loss | necessary | prescription | lost | james | cry | feast | miracle | temple | large | good | man | wish | an | found | die | works | inside | husband | widow | twelve | shed | dead body | peter | leaders | crowd | people | do | house | procession | dead | group | relative | society | see | ha | are | sea | year | dear | home | girl | divine | scribe | event | best | looking for | jesus | leave | trust | parent | god | saw | favour | work | religion | enough | asking | holy | joy | it | progress | get | appeal | sorrow | helping hand | side | gate | men | foster father | hardship | long distance | honour | funeral | walk | young man | free | following | death | let | nowhere | us | amazement | the city | stay | come | teacher | care | pity | faith | search | bible | daughter | dead person | ministry | one | country | region | uncertainty | equal | go | coffin | misery | bond | salvation | childhood | first | emotion | cure | love | family | can | feel | father | number | feelings | down | sympathy | right | news | impossible | jerusalem | gratitude | city | little | three | bed | festival | law | there | question | obedience | fast | name | joseph | call | solidarity | weeping | sigh | john | mary | speaking | more | wise men | a | direction | human | way | form | boy | holy scripture | last | nobody | great | wisdom | hi | virtue | child | acquiring | be | given | true | present | he | town | anxiety | thirty | glory | born | local | bother | official | as | roof | tell | will | i | sadness | future | contrary | friend | growing | situation | problem | feeling | example | affection | heart | illness | want | angel | give | days | well | power | eyes | now | sleeping | decoration | say | woman | at | have | in | ready | sat | story | tremble | fill | low | synagogue | faithful | doctor | things | comfort | common people | who | natural law | read | take | sick | nazareth | answer | human beings | out | disciple | poor | even | pain | time | gain | may | human being | sacrifice | felt | male | companion | helping | passover | moment | journey | mouth | mankind | hearts | rolling | hurt | why | identity | recovery | building | no | natural | longer | wife | look | whole | age | cheek | life | rule | face | thought | person | so | fact | back | mother | occasion | laws | words | order | lying | sinner
