file;ratio;blw;allNoun
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/veryEasy/3-christ-1.tei;19.0909090909;blue | o | school | right | star | hour | start | i | sky | mind | second | roof | times | field | benefit | call | can | storm | night | lamp | day;shoes | earth | find | help | sky | spread | innocent | then | get | far | know | words | now | day | school | like | gift | try | benefit | night | right | creator | creation | second | are | thank you | darkness | singing | moon | above | bird | be | who | wa | hours | let | come | days | o | times | or | first | love | period | set | open | cloud | use | west | there | question | start | much | call | storm | way | thus | hi | sun | ha | he | me | admiration | 12 | look | work | see | roof | will | can | praise | give | mind | it | an | as | at | have | in | ready | floating | saw | end | us | no | things | six | field | lamp | answer | blue sky | star | human being | time | rain | mankind | nothing | why | a | don | i | light | cover | daily | doe | person | so | god | pleasure | fact
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/veryEasy/3-sci-4.tei;18.5185185185;body | shed | influenza | house | over | mind | down | kiln | candle | cold | speed | mill | boat | out | rose | bowl | mechanism | day | fire | experiment | black | storm | dioxide | test | wheel | good | run | bottle | petrol | water | glass | hold | teacher | card | fly | resource | pressure | i | car | well | air | leave | breeze | green | can | smoke | problem | mean | side | pollution;atmosphere | influenza | help | natural gas | air pressure | kiln | move | neon | earth | tin | nitrogen | using | touch | existence | cold | speed | find | ground | blow | pox | one | rooftop | garbage | decay | rose | supply | behind | day | environment | spread | black | fuel | over | do | breathing | so | water vapour | means | food | perishable | material | stop | possible | wave | know | tuberculosis | fall | affect | trouble | now | chips | hall | cool | inversion | resource | oxygen | particle | level | list | liquid oxygen | remove | leave | collect | good | small | river | kite | essential | clothes | wheel | shed | ailment | people | dustbin | carbon dioxide | fish | plant | packet | stink | see | doe | are | measure | candle | out | even | living | turn | combustion | layer | house | tube | cooking | may | outside | experiment | run | cause | bird | side | body | be | patient | wa | burn | component | here | like | fire extinguisher | pressure | reason | let | peer | cough | one percent | teacher | card | raise | water | urea | days | surround | keep | remains | amount | fruit | place | isn | smoke | swing | ha | or | pollution | major | student | burning | presence | feel | number | intellectual | walk | down | put | lung | carry | germ | cloud | use | discus | addition | automobile | brim | there | due | sunlight | waste material | breath | much | storm | motorcar | sailing boat | brick | wait | bubble | tell | headache | manufacture | a | direction | stomach | fire | coughing | vehicle | gas | refrain | it | glass | argon | crop | constituent | hold | present | must | fly | hair | kind | car | inside | tree | us | air | will | while | can | aeroplane | problem | soft drink | example | cylinder | cinema | soil | household | escape | mind | life | drive | parachute | middle | as | mixture | at | have | in | need | an | bowl | helium | well | fill | emergency landing | descent | locality | make | get | mills | green | mechanism | 1 | application | high | 5 | take | animal | ruler | test | human beings | meat | creature | development | picture | begin | elements | petrol | why | drink | hand | mountain climber | two | spitting | fertilizer | flutter | cycle | building | task | give | lead | i | light | no | cover | disease | ocean | mark | breeze | upside | bottle | time | senior | organism | wind
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/veryEasy/3-christ-10.tei;13.7254901961;prime | right | door | name | pope | eye | i | over | mind | brother | good | call | can | key | year | mean | path | trust | day | massage | left;son | now | gold | money | over | mission | years | go | earth | one | devotee | simon | pope | jesus christ | guidance | going | lord | he | then | good | somebody | means | samuel | begging | courage | know | shadow | difference | day | name | prime | heaven | like | brother | miracle | sin | alms | path | two | peter i | twelve | people | fish | back | relative | catching | result | preaching | peter | special | living | wa | purpose | god | outside | above | be | christian | walk | do | rock | right hand | key | resurrection | teach | come | faith | great | bible | oh | so | keep | turn | stone | or | massage | first | duty | love | jesus | will | church | message | trust | sermon | sheep | little | eye | jew | apostle | there | question | three | why | call | lot | tell | firm | life | door | way | holy | thus | thousand | andrew | hi | catch | must | me | mercy | kind | look | work | as | us | thank you | can | praise | guide | are | give | mind | it | deep | an | say | at | have | in | saw | lame | things | discussion | peace | saviour | build | answer | human beings | ordinary | forgiveness | disciple | human being | director | mankind | response | man | a | don | i | no | responsibility | starting | left
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/veryEasy/3-sci-5.tei;23.7209302326;pond | house | over | mind | foul | hearing | down | wash | paper | home | table | chair | tooth | pit | ice cream | out | dysentery | scale | eye | space | visit | eardrum | air | wax | feather | jaundice | banana | side | body | pencil | good | garden | leg | watch | water | soap | dust | ash | day | nail | school | cow | i | biscuit | well | times | concrete | can | basket | pickle | order;heaps | ha | clog | help | over | flies | foul | piece of cloth | paper | corner | chair | scattering | find | do | disturbance | group | decay | disposal | day | environment | surroundings | spread | chewing | finger | plate | good | get | food | cholera | survival | safe | watch | scraps | know | hands | front | using | drinking | wipe | insert | school | cause of death | organ | particle | wash | defecation | small | essential | diarrhoea | gargle | people | dustbin | house | sensation | hair | litter | are | a | table | side | ice cream | out | dysentery | space | cleanliness | tube | at home | eardrum | may | health | playground | well water | jaundice | cause | meal | body | be | eating | peel | dirt | utensil | dung | use | fish scale | water | cut | free | excess | put | ash | throw | kitchen | cow | latrine | biscuit | odour | insect | times | turn | regular | place | peanut | or | road | lay | earache | there | garbage | can | feel | number | hearing | down | elder | roads | flower garden | arsenic | ways | take | little | eye | consumption | addition | breed | visit | germ | chalkboard | maintenance | soil | feather | care | type | banana | pencil | eyes | stomach | way | form | tidy | coughing | wax | infection | here | dentist | part | ear | rupture | must | sound | nail | kind | legs | look | see | us | air | will | time | pickle | study | chip | stink | interval | constant | charcoal | flow | household | mind | it | as | at | have | in | need | pond | keep | organs | well | no | slab | acts | damage | parts | build | animal | vegetable | bit | soap | tiffin | typhoid | eggs | drink | wells | chance | notebook | refrain | spitting | dust | vital organ | classroom | drain | tube well | i | pit | gather | cover | disease | tooth | concrete | garbage disposal | so | clean | teeth | basket | order
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/veryEasy/3-christ-11.tei;10.2564102564;i | men | mind | times | second | can | out | mean;duty | twelve | love | human | people | a | mind | mission | drive | second | cure | are | preaching | in | go | message | divine | quality | special | out | jesus | now | faithful | apostle | make | peace | same | saviour | behind | lord | teaching | as | forgiveness | disciple | sent | men | real | be | someone | do | means | far | time | serve | evil | so | meaning | hi | know | words | human beings | wa | kindness | come | change | he | me | faith | task | word | look | third | one | god | who | list | disease | times | try | i | place | can | have | jesus christ | at | mean | or | first
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/veryEasy/3-christ-12.tei;12.0967741935;play | boy | sister | oil | i | men | brother | down | lion | race | can | year | sharp | bronze | harp;boyhood | being | armour | move | years | kill | battle | skill | still | ground | one | death | father | lord | pride | then | samuel | courage | now | brother | race | victory | works | saul | heavy | old | people | dead | horn | born | lion | bethlehem | sight | tender | best | harp | god | won | reply | israelite | warrior | wa | men | drew | cut | put | bronze | boy | stone | psalms | prophet | ritual | david | soldier | defeat | walk | down | mere | goliath | sheep | city | little | palestinian | there | two | fight | few | much | palestine | catapult | head | great | it | part | stick | be | he | me | king | none | challenge | will | can | praise | sister | piece | result | 30 | palace | do | thus | israel | deep | an | as | at | have | in | throat | sharp | saw | helmet | strength | six | forehead | sword | play | oil | slave | felt | hand | fell | man | a | i | age | hi | so | jeering | time | wounded | buffalo | playing | lying
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/veryEasy/3-sci-6.tei;22.8782287823;copper | right | telescope | house | wheel | down | foot | paper | table | sharp | air | mat | planet | horse | electricity | system | current | field | run | wood | black | vaccine | elephant | mail | hen | out | knife | engine | play | good | star | iron | leg | fire | watch | cart | water | fan | cook | oil | day | bronze | land | e | name | cow | i | car | side | leave | coal | benefit | computer | can | smoke | axe | making | mean | root | order | bone | left;sector | cave | phenomenon | flesh | sickle | foot | scientist | radio | human | welfare | roots | timber | long time | cut | knowledge | e-mail | electricity | help | fruit | environment | instrument | wood | black | seed | imbalance | sent | woods | then | good | handle | advantage | means | material | watch | kind | game | listening | hands | cook | using | one | day | meat | motor | necessary | like | success | list | make | leave | benefit | paper | man | car | found | bamboo | works | side | air transport | draw | wheel | harm | right | telescope | people | house | globe | plant | crop | plough | see | invention | are | a | table | run | transport | mat | instance | lead | lots | current | depletion | civilization | health | use | internet | medicine | progress | utility | cause | knife | can | be | transportation | iron | wa | nature | tree | electric fan | notable | horse | slaughter | water | wild | coal | cart | axe | news | drama | vaccine | kitchen | stone | ate | column | study | days | keep | ailment | thing | notebook | place | due | smoke | contribution | or | fell | copper | film | mobility | battery | communication | bullock | down | till | names | chopper | insecticide | scissors | message | ways | quality | disaster | sheep | given | ancient | raise | addition | there | music | system | plastic | much | amenities | bronze | lot | vehicle | living | brick | legs | fish | minor | more | engine | field | life | form | fire | tool | three | emission | idea | cloth | land | rickshaw | particular | ward | ha | harvest | hen | present | must | sound | television | save | raw | science | work | appliance | us | air | planet | carriage | computer | pest | store | aeroplane | following | making | example | donkey | play | do | soil | household | modern | share | it | cows | as | cure | at | have | in | bones | sharp | education | chop | simple | information | counting | doctor | travel | comfort | erecting | application | need | labour | spade | animal | elephant | vegetable | human beings | out | vegetation | development | picture | product | oil | star | electric | mountain | may | why | object | reach | cement | beast | produce | two | fertilizer | cartoon | achievement | cycle | building | planting | today | natural | i | light | weapon | no | metal | disease | person | so | fact | time | order | prevention | left
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/veryEasy/3-christ-13.tei;14.201183432;family | down | year | home | boat | service | pay | field | communion | war | body | good | solder | leg | day | bank | school | name | bullet | i | order | troop | side | left;boyhood | help | christmas day | fall | emperor of rome | years | four | human | go | earth | long time | birthplace | group | evans | jesus christ | father | liberation | going | bank | save | real | then | good | march | get | mission | know | birth | hands | world | he | now | day | retreat | wa | down | list | wait | troop | found | freedom fighter | river | side | dead body | people | do | back | dead | born | see | result | solder | home | empire | saturday | special | even | give | religion | boat | christmas | be | christian | parent | honour | million | paddy field | incident | let | november | come | spoke | training | last | launch | country | days | soldier | regular | place | contribution | commando | family | year | one | christian religion | guard | brave | names | village | respect | stage | little | bangladesh | district | army | festival | there | arms | fight | attack | examination | lot | communion | pakistani | war | friend | more | head | way | graveyard | financial condition | it | hi | ha | population | kind | legs | work | us | youth | while | seminary | heart | technical school | december | modern | india | life | deep | an | as | large number | at | in | hit | martyr | form | fell | pay | event | saviour | ideal | caesar | sin | poor | pain | shelter | time | hand | meaning | birthday | two | services | why | man | a | short | fighter | bullet | i | weapon | camp | fighting | person | so | crawling | order | left
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/veryEasy/3-sci-7.tei;16.7785234899;family | image | mind | telephone | computer | network | space | system | current | start | book | nurse | good | run | government | men | pocket | phone | letter | school | i | well | race | can | mean;limited | help | scientist | radio | using | go | find | current | knowledge | tv | better | fig | marks | he | sent | then | good | means | read | pocket | know | hands | human race | world | now | way of life | rear | school | large | collect | essential | mean | force | mobile phone | people | idea | library | born | computer | are | extract | even | capability | wa | space | lots | get | increase | enough | use | internet | nurse | bird | be | men | run | do | attention | given | following | care | country | study | place | transfer | think | first | duty | letters | necessity | family | image | number | one | learning | carry | old | little | or | few | remains | computer network | there | system | why | start | lot | time | store | more | life | way | it | printing press | hi | child | ha | must | photograph | wish | work | will | can | growing | example | collecting | figure | give | mind | telephone | textbook | as | at | have | in | need | seek | film | information | doctor | things | government | same | member | application | book | details | animal | ordinary | finish | may | english | reach | collection | printing machine | chance | student | class | a | volume | i | try | no | well | doe | person | mother | audio | talk
/mnt/DATA/MyProject/caculate-readability-by-wordnet/data/English Textbook 4 Readability Level/veryEasy/3-christ-2.tei;12.5;body | right | garden | i | well | mind | o | air | secret | sleep | can | lesson;sleep | touch | existence | foster | satan | save | then | garden | know | one | heaven | eve | steal | harm | right | creator | creation | see | are | earth | even | flower | temptation | god | bird | body | be | power | amen | let | come | ate | o | place | think | first | duty | feel | sweet | walk | lesson | story | or | there | question | almighty | secret | type | tell | form | thus | bible | ha | present | he | me | kind | look | eden | inside | tree | soul | us | air | will | can | example | do | mind | it | as | at | have | in | saw | holy | no | peace | same | take | animal | human beings | sin | stay | wrong | fruit | man | a | i | clear | well | doe | thought | hi | adam | time
