army high performance computing research center,47,B,0,0, ,0,0, 
freedom from cruel and unusual punishment,41,B,10.0,1, B,0,0, 
diego rodriguez de silva y velazquez,36,B,0,0, ,0,0, 
trivalent live oral poliomyelitis vaccine,41,B,17.0,1, B,0,0, 
alessandro di mariano dei filipepi,34,B,0,0, ,0,0, 
martin luther king jr's birthday,32,B,12.0,1, B,0,0, 
holy roman emperor frederick ii,31,B,0,0, ,0,0, 
newton's first law of motion,28,B,19.0,1, B,0,0, 
thomas kennerly wolfe jr.,25,B,0,0, ,0,0, 
mucocutaneous lymph node syndrome,33,B,7.0,1,A ,0,0, 
lao people's democratic republic,32,B,0,0, ,0,0, 
count lev nikolayevitch tolstoy,31,B,0,0, ,0,0, 
department of veterans affairs,30,B,19.0,1, B,0,0, 
newton's theory of gravitation,30,B,16.0,1, B,0,0, 
islamic state of afghanistan,28,B,0,0, ,0,0, 
zeroth law of thermodynamics,28,B,19.0,1, B,0,0, 
ernest thomas sinton walton,27,B,0,0, ,0,0, 
us house of representatives,27,B,5.0,1,A ,0,0, 
fringed grass of parnassus,26,B,10.0,1,A ,0,0, 
gilbert and ellice islands,26,B,0,0, ,0,0, 
mary ashton rice livermore,26,B,0,0, ,0,0, 
sir william rowan hamilton,26,B,0,0, ,0,0, 
pieter brueghel the elder,25,B,0,0, ,0,0, 
fort george gordon meade,24,B,0,0, ,0,0, 
phase i clinical trial,22,B,13.0,1, B,0,0, 
dame kiri te kanawa,19,B,0,0, ,0,0, 
freedom of the seas,19,B,7.0,1,A ,0,0, 
pit of the stomach,18,B,3.0,1,A ,0,0, 
broad-leaved everlasting pea,28,B,14.0,1, B,0,0, 
red-green colour blindness,26,B,10.0,1,A ,11.0,2,A 
track-to-track seek time,24,B,8.0,1, B,0,0, 
a. a. michelson,15,B,0,0, ,0,0, 
j. m. barrie,12,B,0,0, ,0,0, 
a. a. milne,11,B,0,0, ,0,0, 
c. w. post,10,B,0,0, ,0,0, 
j. j. hill,10,B,0,0, ,0,0, 
necrobiosis lipoidica diabeticorum,34,B,11.0,1, B,0,0, 
nikolai ivanovich lobachevsky,29,B,0,0, ,0,0, 
pyrola rotundifolia americana,29,B,11.0,1,A ,0,0, 
acute anterior poliomyelitis,28,B,17.0,1, B,0,0, 
microwave linear accelerator,28,B,17.0,1, B,0,0, 
ruptured intervertebral disc,28,B,7.0,1,A ,0,0, 
branched chain ketoaciduria,27,B,11.5,2,A B,0,0, 
cosmic microwave background,27,B,15.0,1, B,0,0, 
distribution free statistic,27,B,9.0,1,A ,19.0,3, B
database management system,26,B,8.0,1,A ,36.5,2, B
rubus ursinus loganobaccus,26,B,17.0,1, B,0,0, 
factor of proportionality,25,B,7.0,2,A ,16.0,1, B
flavius claudius julianus,25,B,0,0, ,0,0, 
jefferson davis' birthday,25,B,3.0,1,A ,0,0, 
musculus pectoralis minor,25,B,8.0,1,A ,0,0, 
boris vasilevich spassky,24,B,0,0, ,0,0, 
joseph emerson worcester,24,B,0,0, ,0,0, 
smooth winterberry holly,24,B,5.0,1,A ,0,0, 
vena pulmonalis superior,24,B,13.0,1, B,0,0, 
august ferdinand mobius,23,B,0,0, ,0,0, 
ebola hemorrhagic fever,23,B,16.0,1, B,0,0, 
luminous intensity unit,23,B,9.0,1, B,12.5,2,A B
old world leishmaniasis,23,B,13.0,1,A ,0,0, 
rheumatic heart disease,23,B,12.0,1, B,0,0, 
serengeti national park,23,B,0,0, ,0,0, 
tanzanian monetary unit,23,B,12.0,1, B,17.0,1, B
viktor lvovich korchnoi,23,B,0,0, ,0,0, 
anne dudley bradstreet,22,B,0,0, ,0,0, 
austrian monetary unit,22,B,12.0,1, B,8.5,2,A 
benjamin henry latrobe,22,B,0,0, ,0,0, 
charles dillon stengel,22,B,0,0, ,0,0, 
chester william nimitz,22,B,0,0, ,0,0, 
daniel ortega saavedra,22,B,0,0, ,0,0, 
devil's darning needle,22,B,8.0,1,A ,0,0, 
heinrich theodor boell,22,B,0,0, ,0,0, 
inferior cerebral vein,22,B,12.0,1, B,0,0, 
inferior rectus muscle,22,B,12.0,1, B,0,0, 
japanese monetary unit,22,B,12.0,1, B,3.0,1,A 
john kenneth galbraith,22,B,0,0, ,0,0, 
laurence stephen lowry,22,B,0,0, ,0,0, 
north atlantic council,22,B,7.0,1,A ,0,0, 
postal rate commission,22,B,17.0,1, B,0,0, 
ralph vaughan williams,22,B,0,0, ,0,0, 
south american country,22,B,7.0,1,A ,0,0, 
toxic industrial waste,22,B,5.0,1,A ,0,0, 
alfred edward housman,21,B,0,0, ,0,0, 
american saddle horse,21,B,11.0,1, B,0,0, 
chloe anthony wofford,21,B,0,0, ,0,0, 
immune serum globulin,21,B,10.5,2,A B,16.0,6, B
japanese lacquer tree,21,B,14.0,1, B,0,0, 
karl waldemar ziegler,21,B,0,0, ,0,0, 
leatherleaf wood fern,21,B,8.0,1, B,0,0, 
little missouri river,21,B,0,0, ,0,0, 
mountain parsley fern,21,B,9.0,1, B,0,0, 
pisum sativum arvense,21,B,3.0,1,A ,0,0, 
roman catholic church,21,B,14.0,1, B,0,0, 
saint valentine's day,21,B,3.0,1,A ,0,0, 
western silvery aster,21,B,5.0,1,A ,0,0, 
book of ecclesiastes,20,B,0,0, ,0,0, 
capital of singapore,20,B,0,0, ,0,0, 
computer memory unit,20,B,17.0,1, B,7.461538461538462,39,A B
federation of tribes,20,B,6.0,1,A ,0,0, 
fritz albert lipmann,20,B,0,0, ,0,0, 
homo sapiens sapiens,20,B,11.0,1, B,0,0, 
indian monetary unit,20,B,12.0,1, B,7.5,2,A B
little spotted skunk,20,B,5.0,1,A ,0,0, 
magnetic core memory,20,B,19.0,1, B,0,0, 
marquis de lafayette,20,B,0,0, ,0,0, 
mexican pocket mouse,20,B,11.0,1, B,0,0, 
queen's crape myrtle,20,B,17.0,1, B,0,0, 
sydney harbor bridge,20,B,0,0, ,0,0, 
vena nasalis externa,20,B,4.0,1,A ,0,0, 
water chestnut plant,20,B,12.0,1, B,8.0,2,A B
african hunting dog,19,B,7.0,1, B,0,0, 
alpine golden chain,19,B,14.0,1, B,0,0, 
battle of caporetto,19,B,0,0, ,0,0, 
burweed marsh elder,19,B,10.0,1, B,0,0, 
capital of portugal,19,B,0,0, ,0,0, 
english toy spaniel,19,B,10.0,1, B,15.0,1, B
harold clayton urey,19,B,0,0, ,0,0, 
kilometers per hour,19,B,4.0,1,A ,0,0, 
master of education,19,B,14.0,1, B,0,0, 
otto fritz meyerhof,19,B,0,0, ,0,0, 
robert nesta marley,19,B,0,0, ,0,0, 
sackcloth and ashes,19,B,7.0,1,A ,0,0, 
soldier grainy club,19,B,10.0,1, B,0,0, 
strait of gibraltar,19,B,0,0, ,0,0, 
taking into custody,19,B,7.0,1,A ,0,0, 
texas horned lizard,19,B,12.0,1, B,0,0, 
arthur conan doyle,18,B,0,0, ,0,0, 
asiatic shrew mole,18,B,9.0,1, B,0,0, 
betsy griscom ross,18,B,0,0, ,0,0, 
bone of contention,18,B,7.0,1,A ,0,0, 
brown rot gummosis,18,B,8.0,1, B,0,0, 
burkina faso franc,18,B,5.0,1,A ,0,0, 
capital of romania,18,B,0,0, ,0,0, 
capital of tunisia,18,B,0,0, ,0,0, 
european sea bream,18,B,8.0,1, B,0,0, 
freedom of thought,18,B,10.0,1, B,0,0, 
