phê bình,5/91,6,5,0,0,0,0,0
phương pháp phê bình văn học bao hàm sự phân tích chi tiết từng bộ phận của văn bản,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nhà cách mạng,0/13,0,0,0,0,0,0,0
người của đảng những người cộng hoà ôn hoà trong cuộc cách mạng pháp,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
chuyền bóng lên,0/3,0,0,0,0,0,0,0
quả bóng được chuyền lên tuyến trên có sự yểm trợ của đồng đội,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bản anh hùng ca của hy lạp mô tả cuộc vây hãm thành troy,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
thư của thánh gioan tông đồ trong cuốn tân ước thứ ba,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bánh kẹp,2/51,4,1,1,0,0,0,0
một loại bánh xăng đuých lớn cuộn với thịt và pho mát,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kinh cầu nguyện,0/0,N/A,0,0,0,0,0,0
đức tin của tín đồ do thái trong nghi thức tôn giáo,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cá bám đá,0/2,0,0,0,0,0,0,0
cá nhỏ có vây tạo thành 1 giác để bám trên đá,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nhóm khủng theo chủ nghĩa mac-xit kết hợp với hồi giáo,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bánh ngọt nhân trái cây,0/2,0,0,0,0,0,0,0
bánh trái cây dùng trong tuần chay hoặc lễ phục sinh,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
khung,3/7,43,1,2,0,0,0,0
dụng cụ giúp người tàn tật và người gia đi được,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dụng cụ bóng chày,0/42,0,0,0,0,0,0,0
vị trí cần chạy đến của người chạy để ghi điểm,0/11,0,0,0,0,0,0,0
bước đầu thắng lợi,0/0,N/A,0,0,0,0,0,0
đấu thủ quyền anh,0/45,0,0,0,0,0,0,0
võ sĩ quyền anh nghiêp dư nặng không quá 66 kg,0/0,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ngô dành cho gia súc,0/13,0,0,0,0,0,0,0
một loại ngũ cốc có hạt nhân chứa tinh bột mềm,0/0,N/A,0,0,0,0,0,0
